time,voltage
0.54,-0.012434494358242752
0.544,-0.013647596775866262
0.548,-0.014852079078851756
0.552,-0.016047180490360476
0.556,-0.017232146158725863
0.56,-0.018406227634233916
0.5640000000000001,-0.01956868334186013
0.5680000000000001,-0.020718779049664224
0.5720000000000001,-0.021855788332546654
0.5760000000000001,-0.02297899303107441
0.58,-0.024087683705085752
0.584,-0.02518116008178802
0.588,-0.02625873149806477
0.592,-0.027319717336713453
0.596,-0.02836344745633781
0.6,-0.029389262614623653
0.604,-0.030396514884730254
0.608,-0.03138456806453502
0.612,-0.0323527980784722
0.616,-0.033300593371712574
0.62,-0.03422735529643444
0.624,-0.03513249848994245
0.628,-0.03601545124439535
0.632,-0.03687565586790869
0.636,-0.03771256903680519
0.64,-0.03852566213878947
0.644,-0.039314421606830935
0.648,-0.04007834924354382
0.652,-0.0408169625358592
0.656,-0.04152979495979064
0.66,-0.042216396275100765
0.664,-0.04287633280968261
0.668,-0.043509187733476284
0.672,-0.044114561321747674
0.676,-0.044692071207563196
0.68,-0.04524135262330099
0.684,-0.04576205863104588
0.6880000000000001,-0.04625386034172291
0.6920000000000001,-0.04671644712283061
0.6960000000000001,-0.04714952679464324
0.7000000000000001,-0.04755282581475768
0.704,-0.047926089450868785
0.708,-0.04826908194166369
0.712,-0.0485815866457337
0.716,-0.048863406178409674
0.72,-0.04911436253643444
0.724,-0.049334297210393396
0.728,-0.04952307128483256
0.732,-0.04968056552600042
0.736,-0.04980668045715863
0.74,-0.04990133642141358
0.744,-0.049964473632029466
0.748,-0.04999605221019081
0.752,-0.04999605221019081
0.756,-0.049964473632029466
0.76,-0.04990133642141358
0.764,-0.04980668045715863
0.768,-0.04968056552600042
0.772,-0.04952307128483256
0.776,-0.0493342972103934
0.78,-0.04911436253643444
0.784,-0.048863406178409674
0.788,-0.0485815866457337
0.792,-0.04826908194166369
0.796,-0.04792608945086879
0.8,-0.047552825814757685
0.804,-0.04714952679464322
0.808,-0.0467164471228306
0.812,-0.0462538603417229
0.8160000000000001,-0.045762058631045884
0.8200000000000001,-0.04524135262330098
0.8240000000000001,-0.04469207120756319
0.8280000000000001,-0.04411456132174765
0.8320000000000001,-0.04350918773347627
0.836,-0.042876332809682616
0.84,-0.04221639627510078
0.844,-0.041529794959790645
0.848,-0.04081696253585921
0.852,-0.04007834924354384
0.856,0.960685578393169
0.86,-0.03852566213878948
0.864,-0.0377125690368052
0.868,-0.036875655867908703
0.872,-0.03601545124439534
0.876,-0.03513249848994248
0.88,-0.03422735529643445
0.884,-0.03330059337171259
0.888,-0.03235279807847222
0.892,-0.03138456806453501
0.896,-0.03039651488473029
0.9,-0.02938926261462367
0.904,-0.02836344745633783
0.908,-0.027319717336713446
0.912,-0.02625873149806477
0.916,-0.025181160081788053
0.92,-0.024087683705085766
0.924,-0.022978993031074386
0.928,-0.02185578833254663
0.932,-0.020718779049664224
0.936,-0.019568683341860127
0.9400000000000001,-0.018406227634233895
0.9440000000000001,-0.01723214615872584
0.9480000000000001,-0.01604718049036045
0.9520000000000001,-0.014852079078851752
0.9560000000000001,-0.013647596775866258
0.96,-0.012434494358242768
0.964,-0.01121353804746908
0.968,-0.00998549902572036
0.972,-0.0087511529487638
0.976,-0.007511279456037884
0.98,-0.006266661678215233
0.984,-0.0050180857425607545
0.988,-0.0037663402763966364
0.992,-0.002512215908988511
0.996,-0.001256504772166897
1.0,-1.2246467991473533e-17
1.004,0.0012565047721668724
1.008,0.002512215908988487
1.012,0.0037663402763966113
1.016,0.00501808574256073
1.02,0.0062666616782152094
1.024,0.00751127945603786
1.028,0.008751152948763776
1.032,0.009985499025720336
1.036,0.011213538047469055
1.04,0.012434494358242745
1.044,0.013647596775866279
1.048,0.01485207907885173
1.052,0.01604718049036047
1.056,0.017232146158725856
1.06,0.01840622763423391
1.064,0.019568683341860144
1.068,0.0207187790496642
1.072,0.021855788332546647
1.076,0.022978993031074403
1.08,0.024087683705085784
1.084,0.025181160081788036
1.088,0.026258731498064788
1.092,0.027319717336713463
1.096,0.028363447456337842
1.1,0.02938926261462368
1.104,0.03039651488473027
1.108,0.03138456806453503
1.112,0.03235279807847223
1.116,0.0333005933717126
1.12,0.03422735529643447
1.124,0.03513249848994247
1.1280000000000001,0.03601545124439536
1.1320000000000001,0.03687565586790872
1.1360000000000001,0.03771256903680522
1.1400000000000001,0.03852566213878947
1.1440000000000001,0.039314421606830956
1.1480000000000001,0.040078349243543844
1.1520000000000001,0.04081696253585922
1.156,0.04152979495979061
1.16,0.04221639627510074
1.164,0.04287633280968261
1.168,0.04350918773347626
1.172,0.044114561321747646
1.176,0.044692071207563175
1.18,0.04524135262330097
1.184,0.04576205863104588
1.188,0.04625386034172289
1.192,0.046716447122830594
1.196,0.047149526794643216
1.2,0.04755282581475768
1.204,0.047926089450868785
1.208,0.04826908194166368
1.212,0.04858158664573369
1.216,0.048863406178409674
1.22,0.04911436253643443
1.224,0.049334297210393396
1.228,0.04952307128483256
1.232,0.04968056552600042
1.236,0.04980668045715863
1.24,0.04990133642141358
1.244,0.049964473632029466
1.248,0.04999605221019081
1.252,0.04999605221019081
1.256,0.049964473632029466
1.26,0.04990133642141358
1.264,0.04980668045715863
1.268,0.04968056552600042
1.272,0.04952307128483256
1.276,0.0493342972103934
1.28,0.04911436253643443
1.284,0.048863406178409674
1.288,0.04858158664573371
1.292,0.04826908194166371
1.296,0.047926089450868806
1.3,0.047552825814757685
1.304,0.04714952679464323
1.308,0.0467164471228306
1.312,0.0462538603417229
1.316,0.04576205863104587
1.32,0.045241352623300965
1.324,0.04469207120756317
1.328,0.04411456132174768
1.332,0.04350918773347629
1.336,0.042876332809682616
1.34,0.04221639627510076
1.344,0.041529794959790624
1.348,0.04081696253585919
1.352,0.04007834924354381
1.356,0.03931442160683092
1.36,0.038525662138789434
1.364,0.037712569036805206
1.368,0.036875655867908703
1.372,0.03601545124439535
1.3760000000000001,0.03513249848994245
1.3800000000000001,0.03422735529643442
1.3840000000000001,0.03330059337171256
1.3880000000000001,0.03235279807847218
1.3920000000000001,0.03138456806453498
1.3960000000000001,0.03039651488473022
1.4000000000000001,0.02938926261462367
1.4040000000000001,0.028363447456337832
1.408,0.027319717336713525
1.412,0.026258731498064847
1.416,0.025181160081788098
1.42,0.02408768370508581
1.424,0.02297899303107443
1.428,0.021855788332546675
1.432,0.020718779049664227
1.436,0.01956868334186013
1.44,0.0184062276342339
1.444,0.017232146158725842
1.448,0.016047180490360538
1.452,0.014852079078851799
1.456,0.013647596775866307
1.46,0.012434494358242775
1.464,0.011213538047469085
1.468,0.009985499025720365
1.472,0.008751152948763807
1.476,0.007511279456037846
1.48,0.006266661678215196
1.484,0.005018085742560806
1.488,0.0037663402763966863
1.492,0.0025122159089885176
1.496,0.001256504772166903
1.5,1.8369701987210297e-17
1.504,-0.0012565047721668663
1.508,-0.0025122159089884808
1.512,-0.0037663402763966495
1.516,-0.005018085742560768
1.52,-0.006266661678215159
1.524,-0.007511279456037811
1.528,-0.00875115294876377
1.532,-0.00998549902572033
1.536,-0.011213538047469048
1.54,-0.012434494358242738
1.544,-0.013647596775866272
1.548,-0.014852079078851766
1.552,-0.016047180490360507
1.556,-0.01723214615872581
1.56,-0.018406227634233864
1.564,-0.0195686833418601
1.568,-0.020718779049664196
1.572,-0.021855788332546644
1.576,-0.0229789930310744
1.58,-0.02408768370508578
1.584,-0.025181160081788063
1.588,-0.02625873149806482
1.592,-0.027319717336713498
1.596,-0.0283634474563378
1.6,-0.029389262614623643
1.604,-0.030396514884730264
1.608,-0.031384568064535025
1.612,-0.032352798078472224
1.616,-0.033300593371712595
1.62,-0.03422735529643446
1.624,-0.035132498489942494
1.6280000000000001,-0.03601545124439538
1.6320000000000001,-0.03687565586790868
1.6360000000000001,-0.037712569036805185
1.6400000000000001,-0.03852566213878946
1.6440000000000001,-0.039314421606830956
1.6480000000000001,-0.04007834924354384
1.6520000000000001,-0.040816962535859216
1.6560000000000001,-0.04152979495979066
1.6600000000000001,-0.042216396275100786
1.6640000000000001,-0.042876332809682643
1.668,-0.04350918773347628
1.672,-0.04411456132174766
1.676,-0.044692071207563154
1.68,-0.04524135262330095
1.684,-0.045762058631045856
1.688,-0.04625386034172288
1.692,-0.04671644712283059
1.696,-0.047149526794643216
1.7,-0.04755282581475767
1.704,-0.04792608945086879
1.708,-0.0482690819416637
1.712,0.9514184133542662
1.716,-0.04886340617840966
1.72,-0.049114362536434426
1.724,-0.049334297210393396
1.728,-0.049523071284832555
1.732,-0.04968056552600042
1.736,-0.04980668045715862
1.74,-0.04990133642141358
1.744,-0.049964473632029466
1.748,-0.04999605221019081
1.752,-0.04999605221019081
1.756,-0.049964473632029466
1.76,-0.04990133642141358
1.764,-0.04980668045715863
1.768,-0.04968056552600042
1.772,-0.04952307128483256
1.776,-0.0493342972103934
1.78,-0.04911436253643443
1.784,-0.048863406178409674
1.788,-0.04858158664573371
1.792,-0.04826908194166371
1.796,-0.047926089450868806
1.8,-0.04755282581475769
1.804,-0.04714952679464323
1.808,-0.0467164471228306
1.812,-0.0462538603417229
1.816,-0.04576205863104588
1.82,-0.045241352623300965
1.824,-0.044692071207563175
1.828,-0.04411456132174768
1.832,-0.0435091877334763
1.836,-0.04287633280968262
1.84,-0.042216396275100765
1.844,-0.04152979495979063
1.848,-0.04081696253585919
1.852,-0.040078349243543816
1.856,-0.03931442160683093
1.86,-0.038525662138789434
1.864,-0.03771256903680521
1.868,-0.03687565586790871
1.872,-0.036015451244395355
1.8760000000000001,-0.03513249848994246
1.8800000000000001,-0.03422735529643443
1.8840000000000001,-0.03330059337171256
1.8880000000000001,-0.03235279807847219
1.8920000000000001,-0.03138456806453499
1.8960000000000001,-0.030396514884730226
1.9000000000000001,-0.029389262614623674
1.9040000000000001,-0.02836344745633784
1.9080000000000001,-0.027319717336713456
1.9120000000000001,-0.02625873149806478
1.9160000000000001,-0.025181160081788025
1.92,-0.024087683705085818
1.924,-0.022978993031074438
1.928,-0.021855788332546682
1.932,-0.020718779049664234
1.936,-0.019568683341860137
1.94,-0.018406227634233906
1.944,-0.01723214615872585
1.948,-0.016047180490360545
1.952,-0.014852079078851808
1.956,-0.013647596775866312
1.96,-0.01243449435824278
1.964,-0.01121353804746909
1.968,-0.009985499025720372
1.972,-0.008751152948763812
1.976,-0.0075112794560378525
1.98,-0.006266661678215201
1.984,-0.005018085742560812
1.988,-0.0037663402763966924
1.992,-0.0025122159089885237
1.996,-0.001256504772166909
2.0,-2.4492935982947065e-17
2.004,0.0012565047721668603
2.008,0.0025122159089884747
2.012,0.003766340276396644
2.016,0.005018085742560762
2.02,0.006266661678215152
2.024,0.007511279456037804
2.028,0.008751152948763765
2.032,0.009985499025720324
2.036,0.011213538047469043
2.04,0.012434494358242733
2.044,0.013647596775866265
2.048,0.01485207907885176
2.052,0.016047180490360496
2.056,0.017232146158725804
2.06,0.018406227634233857
2.064,0.019568683341860092
2.068,0.02071877904966419
2.072,0.021855788332546637
2.076,0.022978993031074396
2.08,0.024087683705085773
2.084,0.025181160081788063
2.088,0.026258731498064816
2.092,0.02731971733671349
2.096,0.028363447456337794
2.1,0.029389262614623636
2.104,0.03039651488473026
2.108,0.031384568064535025
2.112,0.032352798078472224
2.116,0.033300593371712595
2.12,0.034227355296434454
2.124,0.03513249848994249
2.128,0.03601545124439538
2.132,0.036875655867908676
2.136,0.03771256903680518
2.14,0.03852566213878946
2.144,0.03931442160683095
2.148,0.04007834924354384
2.152,0.04081696253585921
2.156,0.04152979495979065
2.16,0.04221639627510078
2.164,0.042876332809682643
2.168,0.04350918773347628
2.172,0.04411456132174766
2.176,0.04469207120756319
2.18,0.04524135262330098
2.184,0.04576205863104589
2.188,0.046253860341722915
2.192,0.04671644712283062
2.196,0.047149526794643244
2.2,0.0475528258147577
2.204,0.04792608945086882
2.208,0.0482690819416637
2.212,0.0485815866457337
2.216,0.048863406178409674
2.22,0.04911436253643445
2.224,0.04933429721039341
2.228,0.04952307128483257
2.232,0.04968056552600043
2.236,0.049806680457158636
2.24,0.04990133642141359
2.244,0.049964473632029466
2.248,0.04999605221019081
2.2520000000000002,0.04999605221019081
2.2560000000000002,0.049964473632029466
2.2600000000000002,0.04990133642141358
2.2640000000000002,0.04980668045715862
2.2680000000000002,0.04968056552600042
2.2720000000000002,0.04952307128483255
2.2760000000000002,0.049334297210393396
2.2800000000000002,0.04911436253643443
2.2840000000000003,0.048863406178409674
2.2880000000000003,0.04858158664573369
2.2920000000000003,0.04826908194166368
2.2960000000000003,0.047926089450868785
2.3000000000000003,0.047552825814757664
2.3040000000000003,0.0471495267946432
2.308,0.046716447122830636
2.312,0.046253860341722935
2.316,0.04576205863104591
2.32,0.04524135262330101
2.324,0.044692071207563216
2.328,0.04411456132174769
2.332,0.043509187733476305
2.336,0.04287633280968267
2.34,0.04221639627510081
2.344,0.041529794959790686
2.348,0.040816962535859244
2.352,0.04007834924354387
2.356,0.03931442160683098
2.36,0.038525662138789496
2.364,0.03771256903680522
2.368,0.03687565586790872
2.372,0.03601545124439542
2.376,0.03513249848994253
2.38,0.034227355296434496
2.384,0.033300593371712636
2.388,0.032352798078472265
2.392,0.031384568064535066
2.396,0.030396514884730302
2.4,0.02938926261462368
2.404,0.028363447456337842
2.408,0.027319717336713536
2.412,0.02625873149806486
2.416,0.02518116008178811
2.42,0.02408768370508582
2.424,0.02297899303107444
2.428,0.021855788332546686
2.432,0.020718779049664238
2.436,0.01956868334186014
2.44,0.01840622763423391
2.444,0.017232146158725856
2.448,0.01604718049036055
2.452,0.014852079078851813
2.456,0.01364759677586632
2.46,0.012434494358242787
2.464,0.011213538047469097
2.468,0.009985499025720379
2.472,0.00875115294876382
2.476,0.007511279456037859
2.48,0.006266661678215208
2.484,0.005018085742560817
2.488,0.003766340276396699
2.492,0.0025122159089885298
2.496,0.0012565047721669151
2.5,3.061616997868383e-17
2.504,-0.0012565047721668542
2.508,-0.0025122159089884686
2.512,-0.0037663402763966377
2.516,-0.005018085742560757
2.52,-0.006266661678215147
2.524,-0.007511279456037798
2.528,-0.008751152948763758
2.532,-0.009985499025720317
2.536,-0.011213538047469038
2.54,-0.012434494358242726
2.544,-0.013647596775866258
2.548,-0.014852079078851669
2.552,-0.016047180490360493
2.556,-0.017232146158725797
2.56,-0.018406227634233937
2.564,-0.019568683341860085
2.568,0.9792812209503358
2.572,-0.02185578833254663
2.576,-0.02297899303107431
2.58,-0.024087683705085766
2.584,-0.02518116008178798
2.588,-0.02625873149806481
2.592,-0.027319717336713414
2.596,-0.028363447456337867
2.6,-0.02938926261462363
2.604,-0.030396514884730327
2.608,-0.03138456806453502
2.612,-0.032352798078472154
2.616,-0.03330059337171259
2.62,-0.034227355296434385
2.624,-0.03513249848994248
2.628,-0.03601545124439531
2.632,-0.03687565586790873
2.636,-0.03771256903680518
2.64,-0.03852566213878951
2.644,-0.03931442160683094
2.648,-0.04007834924354389
2.652,-0.04081696253585921
2.656,-0.0415297949597906
2.66,-0.04221639627510078
2.664,-0.042876332809682595
2.668,-0.04350918773347631
2.672,-0.04411456132174765
2.676,-0.04469207120756323
2.68,-0.04524135262330098
2.684,-0.045762058631045925
2.688,-0.046253860341722915
2.692,-0.04671644712283059
2.696,-0.04714952679464324
2.7,-0.04755282581475767
2.704,-0.04792608945086882
2.708,-0.04826908194166369
2.712,-0.04858158664573372
2.716,-0.048863406178409674
2.72,-0.049114362536434454
2.724,-0.04933429721039341
2.728,-0.049523071284832555
2.732,-0.04968056552600043
2.736,-0.04980668045715862
2.74,-0.04990133642141359
2.744,-0.049964473632029466
2.748,-0.04999605221019081
2.7520000000000002,-0.04999605221019081
2.7560000000000002,-0.049964473632029466
2.7600000000000002,-0.04990133642141358
2.7640000000000002,-0.04980668045715863
2.7680000000000002,-0.04968056552600042
2.7720000000000002,-0.04952307128483257
2.7760000000000002,-0.049334297210393396
2.7800000000000002,-0.04911436253643444
2.7840000000000003,-0.04886340617840965
2.7880000000000003,-0.0485815866457337
2.7920000000000003,-0.04826908194166366
2.7960000000000003,-0.047926089450868785
2.8000000000000003,-0.04755282581475769
2.8040000000000003,-0.04714952679464321
2.8080000000000003,-0.04671644712283061
2.8120000000000003,-0.04625386034172287
2.816,-0.04576205863104595
2.82,-0.04524135262330101
2.824,-0.04469207120756326
2.828,-0.04411456132174769
2.832,-0.04350918773347635
2.836,-0.04287633280968263
2.84,-0.04221639627510081
2.844,-0.04152979495979064
2.848,-0.04081696253585925
2.852,-0.04007834924354393
2.856,-0.03931442160683099
2.86,-0.03852566213878955
2.864,-0.03771256903680523
2.868,-0.03687565586790877
2.872,-0.03601545124439536
2.876,-0.035132498489942536
2.88,-0.034227355296434434
2.884,-0.03330059337171264
2.888,-0.0323527980784722
2.892,-0.031384568064535066
2.896,-0.030396514884730375
2.9,-0.029389262614623685
2.904,-0.028363447456337922
2.908,-0.02731971733671347
2.912,-0.026258731498064864
2.916,-0.025181160081788036
2.92,-0.02408768370508583
2.924,-0.02297899303107437
2.928,-0.021855788332546693
2.932,-0.020718779049664324
2.936,-0.019568683341860148
2.94,-0.018406227634234
2.944,-0.017232146158725863
2.948,-0.016047180490360555
2.952,-0.014852079078851733
2.956,-0.013647596775866326
2.96,-0.012434494358242705
2.964,-0.011213538047469102
2.968,-0.009985499025720471
2.972,-0.008751152948763824
2.976,-0.007511279456037952
2.98,-0.006266661678215213
2.984,-0.005018085742560824
2.988,-0.003766340276396616
2.992,-0.002512215908988536
2.996,-0.0012565047721668325
3.0,-3.6739403974420595e-17
3.004,0.001256504772166759
3.008,0.0025122159089884626
3.012,0.0037663402763965428
3.016,0.005018085742560751
3.02,0.006266661678215141
3.024,0.00751127945603788
3.028,0.008751152948763751
3.032,0.0099854990257204
3.036,0.01121353804746903
3.04,0.012434494358242634
3.044,0.013647596775866253
3.048,0.014852079078851664
3.052,0.016047180490360486
3.056,0.017232146158725793
3.06,0.01840622763423393
3.064,0.019568683341860082
3.068,0.02071877904966426
3.072,0.021855788332546627
3.076,0.022978993031074302
3.08,0.024087683705085763
3.084,0.025181160081787973
3.088,0.026258731498064805
3.092,0.027319717336713407
3.096,0.02836344745633786
3.1,0.029389262614623626
3.104,0.03039651488473032
3.108,0.03138456806453501
3.112,0.03235279807847215
3.116,0.03330059337171259
3.12,0.034227355296434385
3.124,0.03513249848994248
3.128,0.036015451244395306
3.132,0.036875655867908724
3.136,0.03771256903680517
3.14,0.03852566213878951
3.144,0.03931442160683094
3.148,0.040078349243543886
3.152,0.0408169625358592
3.156,0.041529794959790596
3.16,0.04221639627510077
3.164,0.04287633280968259
3.168,0.04350918773347631
3.172,0.04411456132174765
3.176,0.04469207120756322
3.18,0.04524135262330098
3.184,0.04576205863104592
3.188,0.04625386034172291
3.192,0.04671644712283058
3.196,0.04714952679464324
3.2,0.04755282581475767
3.204,0.04792608945086882
3.208,0.04826908194166369
3.212,0.04858158664573372
3.216,0.048863406178409674
3.22,0.049114362536434454
3.224,0.04933429721039341
3.228,0.049523071284832555
3.232,0.04968056552600043
3.236,0.04980668045715862
3.24,0.04990133642141359
3.244,0.049964473632029466
3.248,0.04999605221019081
3.2520000000000002,0.04999605221019081
3.2560000000000002,0.049964473632029466
3.2600000000000002,0.04990133642141358
3.2640000000000002,0.04980668045715863
3.2680000000000002,0.04968056552600042
3.2720000000000002,0.04952307128483257
3.2760000000000002,0.049334297210393396
3.2800000000000002,0.04911436253643444
3.2840000000000003,0.04886340617840965
3.2880000000000003,0.0485815866457337
3.2920000000000003,0.04826908194166367
3.2960000000000003,0.04792608945086879
3.3000000000000003,0.0475528258147577
3.3040000000000003,0.04714952679464321
3.3080000000000003,0.046716447122830615
3.3120000000000003,0.04625386034172287
3.3160000000000003,0.04576205863104588
3.3200000000000003,0.04524135262330094
3.3240000000000003,0.04469207120756318
3.3280000000000003,0.04411456132174761
3.332,0.043509187733476354
3.336,0.04287633280968264
3.34,0.04221639627510082
3.344,0.041529794959790645
3.348,0.04081696253585926
3.352,0.040078349243543934
3.356,0.03931442160683099
3.36,0.03852566213878956
3.364,0.03771256903680523
3.368,0.03687565586790878
3.372,0.03601545124439536
3.376,0.035132498489942536
3.38,0.03422735529643444
3.384,0.03330059337171264
3.388,0.03235279807847221
3.392,0.03138456806453507
3.396,0.030396514884730382
3.4,0.02938926261462369
3.404,0.028363447456337922
3.408,0.027319717336713473
3.412,0.02625873149806487
3.416,0.025181160081788043
3.42,0.024087683705085836
3.424,0.022978993031074375
3.428,1.0218557883325468
3.432,0.02071877904966433
3.436,0.019568683341860155
3.44,0.018406227634234006
3.444,0.017232146158725866
3.448,0.016047180490360562
3.452,0.014852079078851738
3.456,0.013647596775866331
3.46,0.012434494358242712
3.464,0.011213538047469107
3.468,0.009985499025720476
3.472,0.008751152948763831
3.476,0.007511279456037959
3.48,0.00626666167821522
3.484,0.00501808574256083
3.488,0.0037663402763966226
3.492,0.0025122159089885424
3.496,0.0012565047721668386
3.5,4.2862637970157366e-17
3.504,-0.001256504772166753
3.508,-0.0025122159089884565
3.512,-0.003766340276396537
3.516,-0.005018085742560744
3.52,-0.006266661678215134
3.524,-0.007511279456037873
3.528,-0.008751152948763746
3.532,-0.009985499025720393
3.536,-0.011213538047469024
3.54,-0.012434494358242629
3.544,-0.013647596775866248
3.548,-0.014852079078851659
3.552,-0.01604718049036048
3.556,-0.017232146158725786
3.56,-0.018406227634233923
3.564,-0.019568683341860075
3.568,-0.02071877904966425
3.572,-0.02185578833254662
3.576,-0.0229789930310743
3.58,-0.024087683705085756
3.584,-0.02518116008178797
3.588,-0.026258731498064798
3.592,-0.0273197173367134
3.596,-0.028363447456337856
3.6,-0.029389262614623626
3.604,-0.030396514884730316
3.608,-0.03138456806453501
3.612,-0.03235279807847214
3.616,-0.03330059337171258
3.62,-0.03422735529643438
3.624,-0.03513249848994248
3.628,-0.036015451244395306
3.632,-0.036875655867908724
3.636,-0.03771256903680517
3.64,-0.0385256621387895
3.644,-0.039314421606830935
3.648,-0.04007834924354388
3.652,-0.0408169625358592
3.656,-0.04152979495979059
3.66,-0.04221639627510077
3.664,-0.04287633280968259
3.668,-0.04350918773347631
3.672,-0.04411456132174765
3.676,-0.04469207120756322
3.68,-0.04524135262330098
3.684,-0.04576205863104592
3.688,-0.04625386034172291
3.692,-0.04671644712283058
3.696,-0.04714952679464324
3.7,-0.04755282581475767
3.704,-0.04792608945086881
3.708,-0.04826908194166369
3.712,-0.04858158664573372
3.716,-0.048863406178409674
3.72,-0.049114362536434454
3.724,-0.04933429721039341
3.728,-0.049523071284832555
3.732,-0.04968056552600043
3.736,-0.04980668045715862
3.74,-0.04990133642141359
3.744,-0.049964473632029466
3.748,-0.04999605221019081
3.7520000000000002,-0.04999605221019081
3.7560000000000002,-0.049964473632029466
3.7600000000000002,-0.04990133642141358
3.7640000000000002,-0.04980668045715863
3.7680000000000002,-0.04968056552600042
3.7720000000000002,-0.04952307128483257
3.7760000000000002,-0.049334297210393396
3.7800000000000002,-0.04911436253643444
3.7840000000000003,-0.04886340617840965
3.7880000000000003,-0.0485815866457337
3.7920000000000003,-0.04826908194166367
3.7960000000000003,-0.04792608945086879
3.8000000000000003,-0.0475528258147577
3.8040000000000003,-0.04714952679464321
3.8080000000000003,-0.046716447122830615
3.8120000000000003,-0.04625386034172288
3.8160000000000003,-0.045762058631045884
3.8200000000000003,-0.04524135262330094
3.8240000000000003,-0.04469207120756319
3.8280000000000003,-0.04411456132174761
3.8320000000000003,-0.043509187733476264
3.8360000000000003,-0.04287633280968264
3.84,-0.04221639627510082
3.844,-0.041529794959790645
3.848,-0.04081696253585926
3.852,-0.040078349243543934
3.856,-0.03931442160683099
3.86,-0.038525662138789565
3.864,-0.03771256903680523
3.868,-0.03687565586790879
3.872,-0.03601545124439537
3.876,-0.035132498489942536
3.88,-0.03422735529643444
3.884,-0.03330059337171265
3.888,-0.03235279807847221
3.892,-0.03138456806453508
3.896,-0.030396514884730386
3.9,-0.0293892626146237
3.904,-0.028363447456337926
3.908,-0.02731971733671348
3.912,-0.026258731498064874
3.916,-0.025181160081788046
